id,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,new_balance,highest_balance,label,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,update_year,update_month,update_day,report_year,report_month,report_day
58984798,0,0,0,0,22,10,85789.7012195122,0.0,29633.0,0,5,1300.0,3,273000.0,2,15,2,108,5,72000,200.0,2013,8,18,2015,6,19
58984645,0,0,0,0,28,1,85789.7012195122,53002.8,144500.0,1,5,1244.0,3,30000.0,2,15,5,100,5,60014,223.6067977,2013,8,18,2015,11,21
58999263,1,0,0,1,25,10,96800.0,5881.2,70431.0,0,4,1318.0,3,81000.0,2,8,5,90,5,60038,1.0,2013,8,17,2015,11,21
54988718,0,0,0,0,3,10,85789.7012195122,36042.0,45708.0,0,7,1292.0,1,130000.0,2,11,5,108,3,60040,1.0,2013,8,17,2016,4,27
54988718,0,0,0,0,31,10,85789.7012195122,42369.6,45708.0,0,7,1292.0,1,130000.0,2,11,5,108,3,60040,1.0,2013,8,17,2016,1,26
58997555,0,0,0,0,28,10,123200.0,16126.8,28615.0,0,4,1266.0,3,207000.0,2,9,5,100,1,71002,316.22776600000003,2013,8,16,2015,10,27
58988867,0,0,0,0,27,10,110000.0,16582.8,37704.0,0,7,1170.0,3,71000.0,2,11,5,111,4,151307,200.0,2013,8,16,2015,9,23
54989286,1,0,0,5,28,10,91300.0,0.0,80361.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,8,16,2014,1,9
54991470,0,0,0,0,6,7,85789.7012195122,0.0,230500.0,0,4,1338.0,1,150000.0,2,8,5,110,5,60029,316.22776600000003,2013,8,16,2013,6,17
58991722,0,0,0,0,23,10,50600.0,969.6,35012.0,0,7,1308.0,3,143000.0,2,11,5,100,3,151009,173.20508080000002,2013,8,13,2015,4,7
54989286,0,0,0,0,14,5,85789.7012195122,0.0,30720.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,8,13,2014,8,24
58989781,0,0,0,0,0,6,85789.7012195122,0.0,23688.0,1,7,1241.0,1,70000.0,2,11,-1,106,4,450032,200.0,2013,8,13,2014,6,23
58993402,0,0,0,0,1,10,100100.0,0.0,219202.72592781534,0,7,1420.0,1,89000.0,2,11,5,110,3,350060,337.106808,2013,8,12,2013,6,17
59002037,0,0,0,0,27,10,49500.0,31035.6,30500.0,1,4,1292.0,1,115000.0,2,8,5,114,5,350060,192.3538406,2013,8,12,2016,1,22
58988853,0,0,0,0,15,10,85789.7012195122,10400.4,18848.0,0,7,1290.0,3,116000.0,1,11,5,109,4,60062,196.4942747,2013,8,12,2015,9,25
58982511,0,0,0,0,1,1,85789.7012195122,0.0,406938.0,0,5,1286.1657435613404,2,160000.0,2,15,-1,85,5,450043,200.0,2013,8,12,2015,4,26
59001175,0,0,0,0,27,10,85789.7012195122,17714.4,15612.0,0,4,1292.0,1,117000.0,2,8,5,99,5,60052,200.0,2013,8,12,2016,1,17
54985988,1,0,0,15,26,10,33000.0,164148.0,137290.0,0,7,1262.0,1,104000.0,2,11,8,107,4,60045,1.0,2013,8,11,2016,1,16
58983905,1,0,0,30,23,10,34100.0,23970.0,25762.0,0,5,1258.0,3,91000.0,2,15,5,94,5,60043,200.0,2013,8,10,2015,9,20
54982387,0,0,0,0,28,1,85789.7012195122,349729.2,500500.0,1,2,1349.0,1,286000.0,2,3,-1,80,3,361003,1.0,2013,8,10,2016,4,3
54991368,0,0,0,0,30,10,85789.7012195122,26728.8,28209.0,0,4,1271.0,3,99000.0,2,8,5,114,4,151300,232.8647676,2013,8,10,2016,2,22
54984134,0,0,0,0,27,6,85789.7012195122,480.0,25500.0,1,5,1230.0,3,35000.0,2,15,5,112,5,60057,1.0,2013,8,10,2014,6,23
59001107,0,0,0,0,28,10,85789.7012195122,21318.0,77046.0,0,4,1272.0,3,180000.0,2,8,5,110,4,60091,1.0,2013,8,10,2016,1,20
58982387,0,0,0,0,28,0,85789.7012195122,7937396.4,8200500.0,0,1,1217.0,2,300000.0,2,4,-1,79,5,550007,1.0,2013,8,10,2015,8,12
54985197,0,0,0,0,23,10,82500.0,4651.2,20719.0,0,7,1192.0,3,70000.0,2,11,9,107,5,450032,192.3538406,2013,8,9,2015,9,28
58996010,0,0,0,0,31,10,85789.7012195122,34632.0,59437.0,0,7,1276.0,3,136000.0,2,11,5,113,4,151304,1.0,2013,8,9,2016,2,19
58999145,0,0,0,0,1,5,85789.7012195122,0.0,140500.0,0,4,1262.0,3,185000.0,2,8,5,105,5,151300,173.20508080000002,2013,8,9,2014,7,10
54986113,0,0,0,0,4,10,85789.7012195122,0.0,10920.0,0,7,1343.0,1,157000.0,2,11,-1,103,5,72000,1.0,2013,8,7,2014,3,15
58995813,0,0,0,0,5,6,85789.7012195122,0.0,61040.0,0,7,1230.0,3,57000.0,2,11,9,108,4,450015,170.29386369999995,2013,8,7,2014,1,21
58988697,0,0,0,0,0,6,85789.7012195122,0.0,26680.0,1,7,1286.1657435613404,2,50000.0,2,11,5,112,5,72000,181.5543996,2013,8,6,2014,5,24
54985862,0,0,0,0,16,5,85789.7012195122,0.0,100500.0,0,7,1292.0,3,163000.0,2,11,5,109,5,60016,187.08286930000003,2013,8,6,2014,10,9
58984589,0,0,0,0,18,1,85789.7012195122,0.0,300500.0,0,5,1232.0,3,89000.0,2,15,9,112,4,72000,200.0,2013,8,6,2014,1,10
58993803,0,0,0,0,1,10,389400.0,19142.4,55868.0,0,7,1286.1657435613404,2,370000.0,2,11,-1,85,3,350096,351.0911563,2013,8,5,2015,5,30
58993803,0,0,0,0,35,10,389400.0,146228.4,210263.0,0,7,1286.1657435613404,2,370000.0,2,11,-1,85,3,350096,351.0911563,2013,8,5,2016,5,4
54986974,0,0,0,0,34,10,27500.0,24915.6,27966.0,0,7,1276.0,3,122000.0,2,11,9,108,4,60018,1.0,2013,8,5,2016,7,3
58982978,0,0,0,0,10,6,85789.7012195122,0.0,31400.0,1,5,1322.0,3,30000.0,2,15,5,91,5,60047,164.3167673,2013,8,5,2014,1,21
59001863,0,0,0,0,28,10,57090.0,36744.0,33389.0,0,4,1223.0,3,77000.0,2,8,9,111,5,72000,1.0,2013,8,4,2015,7,11
58982563,0,0,0,0,8,10,11000.0,0.0,10500.0,0,5,1356.0,3,198000.0,2,15,5,90,5,71000,173.20508080000002,2013,8,4,2014,12,22
58985236,2,0,0,2,32,10,155100.0,0.0,22638.0,0,5,1265.0,3,135000.0,2,15,5,100,5,151300,231.721816,2013,8,3,2015,6,12
58982511,0,0,0,0,31,10,24200.0,9685.2,23837.0,0,5,1286.1657435613404,2,160000.0,2,15,-1,85,5,450043,200.0,2013,8,3,2015,9,19
54990604,5,1,0,113,26,10,39600.0,0.0,70500.0,1,4,1238.0,3,75000.0,2,8,5,104,4,72001,1.0,2013,7,31,2015,12,14
59000510,0,0,0,0,30,10,132000.0,4861.2,4551.0,0,4,1338.0,1,107000.0,2,8,9,82,5,151300,1.0,2013,7,29,2014,5,4
58998566,0,0,0,0,16,5,85789.7012195122,0.0,185500.0,0,4,1282.0,3,304000.0,2,8,5,84,3,60024,1.0,2013,7,29,2014,10,26
59004716,0,0,0,0,0,6,85789.7012195122,0.0,25499.0,0,4,1268.0,1,104000.0,2,8,9,95,5,60027,1.0,2013,7,29,2014,3,24
54987316,0,0,0,0,4,7,85789.7012195122,0.0,80500.0,0,7,1258.0,3,107000.0,2,11,5,113,4,450071,200.0,2013,7,29,2013,10,11
54986688,0,0,0,0,31,10,85789.7012195122,16334.4,71015.0,0,7,1319.0,3,177000.0,2,11,5,112,3,60042,1.0,2013,7,29,2016,11,2
54989125,0,0,0,0,0,6,85789.7012195122,0.0,35500.0,0,4,1373.0,3,369000.0,2,8,7,108,5,330005,350.5923559,2013,7,29,2014,3,24
59002060,0,0,0,0,4,6,85789.7012195122,0.0,17600.0,0,4,1280.0,3,96000.0,2,8,9,112,4,60062,1.0,2013,7,29,2014,3,24
58997856,0,0,0,0,29,5,85789.7012195122,151725.6,200500.0,0,4,1286.1657435613404,2,65000.0,2,8,9,112,5,72001,206.6615591,2013,7,29,2015,11,21
58983272,0,0,0,0,27,10,85789.7012195122,1064.4,38089.0,0,5,1296.0,3,148000.0,2,15,5,100,4,60023,187.08286930000003,2013,7,28,2015,6,10
58997422,0,0,0,0,0,6,85789.7012195122,0.0,18500.0,0,4,1248.0,3,50000.0,2,8,-1,100,3,332345,387.2983346,2013,7,28,2014,3,24
58991820,0,0,0,0,30,10,11000.0,0.0,7360.0,0,7,1274.0,3,183000.0,2,11,9,77,3,510084,692.820323,2013,7,27,2014,12,21
54990270,0,0,0,0,30,10,85789.7012195122,2642.4,40545.0,0,4,1308.0,3,144000.0,2,8,5,107,5,60016,1.0,2013,7,27,2015,12,25
58997686,0,0,0,0,20,10,85789.7012195122,30072.0,28664.0,0,4,1250.0,1,87000.0,2,8,5,105,5,60069,212.1320344,2013,7,27,2015,10,30
58999633,0,0,0,0,12,10,11000.0,0.0,1530.0,0,4,1296.0,3,250000.0,2,8,5,105,3,60033,200.0,2013,7,26,2014,6,21
54986045,0,0,0,0,10,13,85789.7012195122,0.0,63500.0,0,7,1284.0,3,132000.0,2,11,5,104,5,60015,1.0,2013,7,26,2015,4,27
58991938,0,0,0,0,31,10,96800.0,101642.4,93752.0,0,7,1289.0,1,97000.0,2,11,9,110,3,72008,200.0,2013,7,24,2016,2,29
54985110,0,0,0,0,26,10,68200.0,1933.2,33894.0,0,7,1206.0,3,66000.0,2,11,5,104,5,60000,173.20508080000002,2013,7,24,2014,9,23
58991420,0,0,0,0,20,13,85789.7012195122,0.0,41980.0,0,7,1286.1657435613404,2,64000.0,2,11,5,113,4,151009,159.88120590000003,2013,7,24,2015,3,31
54983623,0,0,0,0,27,10,106700.0,50343.6,96617.0,0,5,1354.0,3,143000.0,2,15,5,110,4,60007,1.0,2013,7,23,2015,11,20
58999012,1,0,0,2,28,10,64900.0,1138.8,57715.0,0,4,1166.0,3,176000.0,2,8,5,87,5,60094,1.0,2013,7,23,2015,2,12
59005860,0,0,0,0,1,10,38500.0,0.0,219202.72592781534,0,4,1256.0,1,68000.0,2,8,5,105,3,350058,163.86885,2013,7,23,2013,6,17
58988263,1,0,0,18,33,10,85789.7012195122,78625.2,85093.0,0,5,1316.0,1,202000.0,2,15,5,105,5,450054,223.6067977,2013,7,23,2016,4,23
54986165,0,0,0,0,31,10,85789.7012195122,754.8,20099.0,0,7,1308.0,1,110000.0,2,11,5,108,4,60004,1.0,2013,7,23,2016,6,2
58999712,0,0,0,0,30,10,85789.7012195122,49647.6,51386.0,1,4,1286.1657435613404,2,63000.0,2,8,5,111,5,60000,160.77002209999998,2013,7,23,2016,9,1
58987963,0,0,0,0,33,10,55000.0,17560.8,50198.0,0,5,1236.0,1,52000.0,2,15,5,112,4,550009,172.61517890000002,2013,7,22,2016,4,29
58987963,0,0,0,0,1,10,55000.0,7386.0,50198.0,0,5,1236.0,1,52000.0,2,15,5,112,4,550009,172.61517890000002,2013,7,22,2015,7,25
59001818,0,0,0,0,32,10,85789.7012195122,31456.8,49527.0,0,4,1332.0,3,153000.0,2,8,5,112,4,72001,1.0,2013,7,22,2016,2,21
59004078,0,0,0,0,33,10,85789.7012195122,8695.2,28562.0,0,7,1258.0,1,84000.0,1,11,5,106,5,71000,173.20508080000002,2013,7,22,2016,3,22
58988871,0,0,0,0,27,19,85789.7012195122,239103.6,306938.0,0,7,1259.0,3,147000.0,2,11,9,110,5,350029,421.0700654,2013,7,21,2015,9,26
58999208,0,0,0,0,3,7,85789.7012195122,0.0,47500.0,0,4,1331.0,3,341000.0,2,8,9,114,5,72001,345.7383404,2013,7,20,2013,6,17
59000510,0,0,0,0,28,10,85789.7012195122,34017.6,219202.72592781534,0,4,1338.0,1,107000.0,2,8,9,82,5,151300,1.0,2013,7,20,2016,1,2
54984386,1,0,0,17,26,10,85789.7012195122,79038.0,81635.0,1,5,1246.0,3,81000.0,2,15,5,80,5,60004,1.0,2013,7,19,2015,5,10
58991395,0,0,0,0,13,7,85789.7012195122,0.0,210500.0,0,7,1300.0,1,87000.0,2,11,5,85,5,151300,1.0,2013,7,19,2014,8,23
54984606,0,0,0,0,34,5,85789.7012195122,24770.4,50500.0,0,5,1205.0,3,61000.0,2,15,5,76,5,60069,1.0,2013,7,19,2016,3,22
58985964,0,0,0,0,1,6,85789.7012195122,0.0,10600.0,0,5,1212.0,3,67000.0,2,15,9,110,5,60083,1.0,2013,7,18,2014,3,24
58991841,0,0,0,0,31,1,85789.7012195122,230995.2,328500.0,0,7,1286.0,3,260000.0,2,11,5,109,3,151300,1.0,2013,7,18,2015,12,22
59002872,0,0,0,0,20,10,116600.0,93597.6,112377.0,0,4,1307.0,1,133000.0,2,8,5,110,3,60043,1.0,2013,7,17,2016,4,15
59002872,0,0,0,0,10,10,85789.7012195122,0.0,112377.0,0,4,1307.0,1,133000.0,2,8,5,110,3,60043,1.0,2013,7,17,2014,6,27
58995283,0,0,0,0,1,6,85789.7012195122,0.0,22000.0,0,7,1229.0,1,170000.0,1,11,5,91,3,550115,244.94897430000003,2013,7,17,2014,3,24
54984435,0,0,0,0,21,10,85789.7012195122,0.0,3358.0,0,5,1248.0,1,286000.0,2,15,-1,112,4,450094,173.20508080000002,2013,7,17,2015,7,20
58998583,0,0,0,0,18,5,85789.7012195122,0.0,134500.0,0,4,1310.0,3,129000.0,1,8,5,100,5,151300,181.6590212,2013,7,17,2014,11,22
58999668,0,0,0,0,29,10,85789.7012195122,5346.0,39593.0,0,4,1290.0,3,130000.0,2,8,9,114,4,60053,1.0,2013,7,17,2015,10,23
59002872,0,0,0,0,1,10,85789.7012195122,0.0,112377.0,0,4,1307.0,1,133000.0,2,8,5,110,3,60043,1.0,2013,7,17,2014,4,7
58983108,0,0,0,0,1,10,192500.0,0.0,1287.0,0,5,1415.0,3,169000.0,2,15,5,81,5,72000,237.1708245,2013,7,16,2013,6,17
59005860,0,0,0,0,31,10,117700.0,57193.2,96940.0,0,4,1256.0,1,68000.0,2,8,5,105,3,350058,163.86885,2013,7,16,2016,5,15
58993847,1,2,0,103,5,10,85789.7012195122,0.0,4719.0,1,7,1262.0,3,172000.0,2,11,9,112,4,72000,262.11066370000003,2013,7,16,2013,8,23
58986443,0,0,0,0,32,5,85789.7012195122,29656.8,120500.0,0,5,1362.0,1,114000.0,2,15,-1,112,4,361005,1.0,2013,7,16,2016,1,20
54984131,0,0,0,0,30,10,85789.7012195122,51204.0,45535.0,0,5,1244.0,3,57000.0,2,15,5,95,5,151300,173.20508080000002,2013,7,16,2015,12,11
58991841,0,0,0,0,31,10,85789.7012195122,0.0,70156.0,0,7,1286.0,3,260000.0,2,11,5,109,3,151300,1.0,2013,7,16,2016,7,1
58998833,0,0,0,0,31,10,57200.0,3622.8,31225.0,0,4,1316.0,3,107000.0,2,8,5,112,4,60006,173.20508080000002,2013,7,15,2016,9,1
54992451,0,0,0,0,35,5,85789.7012195122,0.0,125500.0,0,7,1302.0,1,105000.0,2,11,5,95,3,60000,1.0,2013,7,15,2015,7,27
54983792,0,0,0,0,25,13,85789.7012195122,0.0,47500.0,0,5,1212.0,3,125000.0,2,15,10,113,4,550005,187.08286930000003,2013,7,15,2015,6,24
54987083,0,0,0,0,30,10,136400.0,145425.6,130947.0,0,7,1246.0,3,110000.0,2,11,5,100,4,71000,1.0,2013,7,14,2016,3,21
54989286,2,0,0,30,27,10,94600.0,89608.8,97117.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,7,14,2015,5,12
59001917,0,0,0,0,26,13,85789.7012195122,0.0,44028.0,1,4,1304.0,3,35000.0,2,8,9,85,5,60069,1.0,2013,7,14,2015,7,25
59005543,0,0,0,0,35,5,85789.7012195122,70549.2,150500.0,1,4,1302.0,1,239000.0,1,8,5,100,3,60043,380.7886553,2013,7,14,2016,3,22
58995283,0,0,0,0,34,10,85789.7012195122,10659.6,127219.0,0,7,1229.0,1,170000.0,1,11,5,91,3,550115,244.94897430000003,2013,7,14,2016,1,4
59001607,0,0,0,0,0,6,85789.7012195122,0.0,23500.0,1,4,1187.0,3,100000.0,2,8,5,102,3,60017,547.7225575,2013,7,13,2014,3,24
59002062,0,0,0,0,28,10,33000.0,0.0,37294.0,0,4,1320.0,1,123000.0,2,8,5,105,3,332444,1.0,2013,7,12,2016,4,3
54984789,1,0,0,23,28,10,31900.0,0.0,24308.0,1,5,1256.0,3,78000.0,2,15,-1,111,3,60030,1.0,2013,7,12,2016,5,15
54987789,0,0,0,0,27,10,22000.0,0.0,13918.0,0,7,1289.0,3,130000.0,2,11,9,84,3,60019,1.0,2013,7,12,2014,5,18
58999186,1,0,0,15,24,10,11000.0,45182.4,38152.0,1,4,1274.0,3,388000.0,2,8,9,111,5,72000,1.0,2013,7,12,2015,12,16
59001138,8,0,0,170,14,1,85789.7012195122,285997.2,350500.0,0,4,1286.1657435613404,2,100000.0,2,8,9,99,5,71003,199.9749984,2013,7,12,2015,10,27
58994299,0,0,0,0,28,10,85789.7012195122,11707.2,36835.0,0,7,1340.0,1,99000.0,2,11,-1,85,5,350069,181.10770280000003,2013,7,12,2016,2,19
58989284,0,0,0,0,0,6,85789.7012195122,0.0,37500.0,0,7,1248.0,3,146000.0,2,11,10,105,5,350704,339.9441131,2013,7,12,2014,8,24
54984913,0,0,0,0,30,10,85789.7012195122,0.0,6108.0,0,5,1229.0,3,50000.0,2,15,9,110,5,450071,200.0,2013,7,12,2015,12,19
58987349,0,0,0,0,27,10,85789.7012195122,4392.0,26480.0,0,5,1248.0,3,106000.0,2,15,5,85,3,151300,1.0,2013,7,12,2016,7,2
58991029,0,0,0,0,3,10,85789.7012195122,87656.4,73547.0,0,7,1328.0,1,105000.0,2,11,-1,109,4,60095,200.0,2013,7,12,2016,1,23
54988258,0,0,0,0,32,10,39600.0,7562.4,27097.0,0,7,1320.0,1,119000.0,2,11,5,96,3,60043,212.1320344,2013,7,10,2016,5,18
58987541,0,0,0,0,31,10,85789.7012195122,35655.6,47434.0,1,5,1268.0,3,91000.0,2,15,5,112,4,71008,1.0,2013,7,10,2016,3,29
54984131,0,0,0,0,26,10,57200.0,58707.6,53090.0,0,5,1244.0,3,57000.0,2,15,5,95,5,151300,173.20508080000002,2013,7,9,2015,11,19
58995080,1,0,0,16,31,10,26400.0,0.0,33100.0,0,7,1235.0,1,75000.0,2,11,5,91,5,350092,200.0,2013,7,9,2016,4,15
54991294,0,0,0,0,5,6,85789.7012195122,0.0,17000.0,0,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0,2013,7,8,2013,12,22
58992060,0,0,0,0,30,1,85789.7012195122,463195.2,710500.0,0,7,1272.0,1,229000.0,2,11,-1,112,3,450000,173.20508080000002,2013,7,8,2016,1,23
54989286,0,0,0,0,23,10,148500.0,-601.2,58052.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,7,6,2015,1,26
54989286,0,0,0,0,3,10,148500.0,11888.4,98998.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,7,6,2015,7,15
54989286,0,0,0,0,4,10,148500.0,15933.6,145484.0,0,4,1270.0,3,162000.0,2,8,9,81,5,60019,1.0,2013,7,6,2015,12,12
58989779,0,0,0,0,1,6,85789.7012195122,0.0,29500.0,0,7,1350.0,3,176000.0,2,11,9,102,3,151004,1.0,2013,7,6,2014,1,21
58990724,0,0,0,0,1,10,85789.7012195122,0.0,58639.0,0,7,1278.0,3,71000.0,2,11,1,111,3,60019,316.22776600000003,2013,7,6,2014,11,18
54985924,0,0,0,0,33,10,37400.0,8227.2,19954.0,1,7,1241.0,1,111000.0,2,11,5,90,5,350068,223.6067977,2013,7,5,2015,12,23
58993064,0,0,0,0,25,12,85789.7012195122,0.0,550500.0,0,7,1320.0,1,145000.0,2,11,5,100,5,330012,1.0,2013,7,5,2015,9,16
58985806,0,0,0,0,19,2,85789.7012195122,0.0,4000500.0,0,5,1326.0,3,133000.0,2,15,5,110,5,71000,1.0,2013,7,5,2015,8,19
58996802,0,0,0,0,36,10,85789.7012195122,16860.0,26960.0,0,7,1292.0,1,132000.0,2,11,5,64,3,60018,187.08286930000003,2013,7,5,2016,4,25
58983845,0,0,0,0,25,13,85789.7012195122,0.0,41500.0,0,5,1286.1657435613404,2,62000.0,1,15,5,111,4,151300,186.8742893,2013,7,5,2015,4,26
58985900,0,0,0,0,1,13,85789.7012195122,0.0,32200.0,1,5,1286.1657435613404,2,43000.0,2,15,9,111,5,361027,167.7885574,2013,7,5,2014,3,27
58999612,2,2,2,451,21,10,38500.0,0.0,2378.0,0,4,1220.0,3,140000.0,2,8,5,109,4,72010,1.0,2013,7,1,2013,3,18
58995151,0,0,0,0,3,7,85789.7012195122,0.0,31500.0,1,7,1286.1657435613404,2,126000.0,2,11,9,115,4,450028,224.2676972,2013,7,1,2013,5,5
58984645,0,0,0,0,28,10,39600.0,35629.2,52122.0,1,5,1244.0,3,30000.0,2,15,5,100,5,60014,223.6067977,2013,6,30,2015,9,27
58987512,0,0,0,0,14,10,85789.7012195122,0.0,219202.72592781534,0,5,1302.0,3,211000.0,2,15,5,87,3,72000,1.0,2013,6,30,2013,6,17
59000502,0,0,0,0,29,5,85789.7012195122,0.0,650500.0,0,4,1324.0,1,127000.0,2,8,5,109,4,60077,223.6067977,2013,6,30,2015,10,11
58992687,0,0,0,0,30,10,138600.0,92751.6,94917.0,0,7,1286.1657435613404,3,72000.0,2,11,-1,107,4,450048,141.4213562,2013,6,29,2016,3,16
54987199,0,0,0,0,32,10,85789.7012195122,6548.4,145888.0,0,7,1330.0,1,150000.0,2,11,-1,86,5,60036,1.0,2013,6,29,2016,12,2
58991973,0,0,0,0,3,10,85789.7012195122,0.0,22132.0,0,7,1298.0,1,71000.0,2,11,-1,113,4,72000,1.0,2013,6,29,2014,10,6
58998275,0,0,0,0,30,13,85789.7012195122,22396.8,77460.0,1,4,1240.0,3,30000.0,2,8,5,100,5,350017,223.6067977,2013,6,29,2015,11,29
58989033,0,0,0,0,29,10,124300.0,41032.8,134477.0,0,7,1336.0,3,126000.0,2,11,5,83,5,60051,1.0,2013,6,28,2015,10,25
58997112,0,0,0,0,14,10,85789.7012195122,34444.8,32148.0,0,7,1202.0,3,63000.0,2,11,-1,112,4,60057,1.0,2013,6,28,2016,12,5
54984616,0,0,0,0,16,10,85789.7012195122,0.0,25500.0,0,5,1286.1657435613404,2,102000.0,2,15,5,104,3,350055,184.3908891,2013,6,28,2014,12,9
58997112,0,0,0,0,21,10,85789.7012195122,57.6,30214.0,0,7,1202.0,3,63000.0,2,11,-1,112,4,60057,1.0,2013,6,28,2015,3,13
58997555,0,0,0,0,29,10,85789.7012195122,7081.2,30893.0,0,4,1266.0,3,207000.0,2,9,5,100,1,71002,316.22776600000003,2013,6,25,2015,10,16
58990626,0,0,0,0,31,10,85789.7012195122,2604.0,52188.0,0,7,1228.0,3,250000.0,2,11,9,100,5,60054,187.08286930000003,2013,6,24,2016,11,1
58997951,0,0,0,0,30,10,154000.0,154088.4,140660.0,1,4,1230.0,3,125000.0,2,8,9,109,5,71002,316.22776600000003,2013,6,22,2015,11,24
58984589,0,0,0,0,30,10,72600.0,29376.0,33665.0,0,5,1232.0,3,89000.0,2,15,9,112,4,72000,200.0,2013,6,22,2015,11,30
54989065,0,0,0,0,30,10,85789.7012195122,30586.8,26291.0,0,4,1244.0,3,97000.0,2,8,5,99,5,60091,164.3167673,2013,6,22,2015,11,15
54990497,0,0,0,0,29,5,85789.7012195122,0.0,310500.0,0,4,1286.1657435613404,2,35000.0,2,8,5,101,3,60029,237.301496,2013,6,22,2015,10,26
58982376,0,0,0,0,13,1,85789.7012195122,323187.6,1000500.0,0,1,1410.0,1,300000.0,2,4,-1,64,5,340009,1.0,2013,6,22,2013,6,17
58982376,0,0,0,0,6,0,85789.7012195122,520286.4,1000500.0,0,1,1410.0,1,300000.0,2,4,-1,64,5,340009,1.0,2013,6,22,2013,6,17
58999208,0,0,0,0,2,7,85789.7012195122,0.0,47500.0,0,4,1331.0,3,341000.0,2,8,9,114,5,72001,345.7383404,2013,6,19,2013,6,17
58993739,0,0,0,0,32,10,232100.0,726013.2,671325.0,0,7,1307.0,1,80000.0,2,11,5,95,5,60026,1.0,2013,6,18,2016,2,24
58986063,0,0,0,0,28,10,55000.0,3667.2,49650.0,0,7,1266.0,3,86000.0,2,11,5,87,3,151000,200.0,2013,6,18,2015,2,10
59005405,1,0,0,1,35,10,28600.0,30505.2,29453.0,0,4,1300.0,1,139000.0,2,8,-1,95,5,72000,1.0,2013,6,18,2016,5,25
58988871,1,0,0,25,6,0,85789.7012195122,8394.0,21499.0,0,7,1259.0,3,147000.0,2,11,9,110,5,350029,421.0700654,2013,6,18,2014,1,15
58986996,0,0,0,0,10,6,85789.7012195122,0.0,12850.0,1,5,1250.0,3,50000.0,2,15,5,84,5,350702,200.0,2013,6,18,2014,12,15
54982998,0,0,0,0,28,10,85789.7012195122,8149.2,32043.0,0,5,1284.0,3,132000.0,2,15,9,109,5,151009,228.9847156,2013,6,18,2015,5,10
58994089,0,0,0,0,27,1,85789.7012195122,33582.0,280500.0,1,7,1240.0,3,79000.0,2,11,8,111,5,71003,1.0,2013,6,18,2016,2,17
54987053,0,0,0,0,0,6,85789.7012195122,0.0,56400.0,0,7,1246.0,3,58000.0,2,11,5,85,5,60024,1.0,2013,6,18,2014,4,23
59004141,0,0,0,0,35,10,54450.0,6000.0,14912.0,0,4,1316.0,1,127000.0,2,8,-1,95,5,330013,1.0,2013,6,17,2016,11,4
58983266,0,0,0,0,29,10,22000.0,23784.0,27640.0,0,5,1210.0,3,35000.0,2,15,5,78,5,71000,227.015418,2013,6,17,2015,9,28
58995813,0,0,0,0,0,6,85789.7012195122,0.0,35000.0,0,7,1230.0,3,57000.0,2,11,9,108,4,450015,170.29386369999995,2013,6,17,2014,8,24
58989550,0,0,0,0,1,6,85789.7012195122,0.0,32500.0,0,7,1283.0,3,67000.0,2,11,5,114,4,60026,200.0,2013,6,17,2014,2,16
58995950,0,0,0,0,20,1,85789.7012195122,0.0,136500.0,1,7,1218.0,1,101000.0,2,11,3,101,3,350100,273.86127880000004,2013,6,17,2014,11,23
58983271,1,0,0,1,27,10,260700.0,2544.0,32595.0,0,5,1116.0,3,214000.0,2,15,9,112,4,60019,200.0,2013,6,16,2015,10,24
54984680,2,0,0,2,32,10,55000.0,4755.6,20128.0,0,5,1170.0,3,100000.0,2,15,5,86,5,350092,200.0,2013,6,16,2016,4,23
54984680,0,0,0,0,1,10,55000.0,13093.2,11411.0,0,5,1170.0,3,100000.0,2,15,5,86,5,350092,200.0,2013,6,16,2015,7,27
59002317,0,0,0,0,29,2,85789.7012195122,1799905.2,1600500.0,0,4,1266.0,3,87000.0,2,8,-1,98,5,361029,1.0,2013,6,16,2016,12,3
58998275,0,0,0,0,31,13,85789.7012195122,22238.4,76915.0,1,4,1240.0,3,30000.0,2,8,5,100,5,350017,223.6067977,2013,6,16,2015,11,29
58995669,0,0,0,0,0,6,85789.7012195122,0.0,49000.0,0,7,1286.1657435613404,3,35000.0,2,12,-1,86,3,650070,161.8548733,2013,6,16,2014,2,21
58990154,0,0,0,0,8,7,85789.7012195122,0.0,40500.0,0,7,1262.0,3,100000.0,2,11,5,113,4,450071,210.9573417,2013,6,16,2013,6,17
59000958,0,0,0,0,31,10,143000.0,1711.2,61000.0,0,4,1262.0,1,360000.0,2,8,-1,113,4,151300,200.0,2013,6,15,2016,2,17
58986298,0,0,0,0,33,10,85789.7012195122,54165.6,51376.0,0,5,1286.1657435613404,2,116000.0,2,15,5,110,4,510037,214.8441295,2013,6,15,2016,2,13
